altitud,dir,fecha,horaPresMax,horaPresMin,horaracha,horatmax,horatmin,indicativo,nombre,prec,presMax,presMin,provincia,racha,sol,tmax,tmed,tmin,velmedia
52.0,26.0,2013-05-08,20,02,04:00,02:00,23:50,1111X,SANTANDER,2.2,1012.6,1006.1,CANTABRIA,6.4,0.2,17.5,15.5,13.5,1.9
52.0,36.0,2013-05-09,22,05,11:00,00:00,18:00,1111X,SANTANDER,12.0,1016.6,1009.9,CANTABRIA,7.8,0.0,13.6,12.2,10.9,2.8
52.0,24.0,2013-05-10,11,04,06:20,13:30,06:40,1111X,SANTANDER,0.0,1017.6,1015.8,CANTABRIA,5.8,2.8,14.1,12.3,10.5,2.2
52.0,99.0,2013-05-11,Varias,04,Varias,11:40,04:40,1111X,SANTANDER,0.2,1020.1,1016.2,CANTABRIA,8.6,12.6,14.9,12.8,10.7,3.9
52.0,36.0,2013-05-12,10,Varias,12:20,15:10,Varias,1111X,SANTANDER,0.0,1020.3,1018.8,CANTABRIA,6.9,9.0,14.5,12.4,10.4,3.1
52.0,5.0,2013-05-13,00,24,Varias,11:30,04:00,1111X,SANTANDER,0.0,1019.1,1012.6,CANTABRIA,6.7,14.1,15.5,12.4,9.4,3.1
52.0,36.0,2013-05-14,00,23,23:20,09:20,23:59,1111X,SANTANDER,5.4,1012.6,999.7,CANTABRIA,15.8,0.5,14.9,12.4,10.0,2.8
52.0,30.0,2013-05-15,00,24,14:10,13:20,23:59,1111X,SANTANDER,5.2,1001.1,999.2,CANTABRIA,15.3,5.5,13.7,11.2,8.7,6.7
52.0,26.0,2013-05-16,00,24,10:40,12:20,04:50,1111X,SANTANDER,3.4,999.4,991.8,CANTABRIA,14.2,4.8,12.7,10.3,7.9,4.2
52.0,35.0,2013-05-17,23,04,11:30,17:00,00:50,1111X,SANTANDER,4.0,997.4,990.2,CANTABRIA,8.9,3.6,13.6,10.8,8.0,2.8
52.0,28.0,2013-05-18,24,04,19:20,10:00,23:10,1111X,SANTANDER,21.2,1007.2,995.9,CANTABRIA,20.3,0.7,12.4,10.2,8.1,10.6
52.0,99.0,2013-05-19,22,00,Varias,12:50,00:00,1111X,SANTANDER,5.2,1013.8,1007.1,CANTABRIA,15.0,7.0,14.0,11.2,8.5,5.3
52.0,27.0,2013-05-20,10,02,09:50,12:10,03:20,1111X,SANTANDER,0.6,1015.2,1013.2,CANTABRIA,8.6,9.3,14.4,12.0,9.5,3.3
52.0,31.0,2013-05-21,22,05,08:40,13:20,07:10,1111X,SANTANDER,5.8,1016.4,1013.0,CANTABRIA,10.8,2.2,14.3,12.3,10.3,4.2
52.0,99.0,2013-05-22,21,05,Varias,11:40,04:50,1111X,SANTANDER,0.2,1017.3,1014.5,CANTABRIA,11.1,1.4,15.1,13.4,11.8,6.1
52.0,33.0,2013-05-23,00,04,23:00,13:10,Varias,1111X,SANTANDER,0.0,1016.3,1014.7,CANTABRIA,13.3,3.3,14.0,13.1,12.2,7.2
52.0,30.0,2013-05-24,Varias,04,23:40,12:50,04:50,1111X,SANTANDER,0.0,1015.4,1014.0,CANTABRIA,16.1,8.1,14.4,13.0,11.5,7.8
52.0,31.0,2013-05-25,Varias,02,02:10,15:10,Varias,1111X,SANTANDER,0.0,1016.8,1014.4,CANTABRIA,15.8,7.4,14.3,12.2,10.0,4.2
52.0,8.0,2013-05-26,00,24,10:30,13:30,04:30,1111X,SANTANDER,5.8,1014.5,1008.7,CANTABRIA,15.0,9.9,15.5,11.8,8.2,8.1
52.0,2.0,2013-05-27,00,23,00:10,14:20,05:10,1111X,SANTANDER,6.4,1008.7,1001.6,CANTABRIA,7.8,6.7,15.3,13.0,10.7,3.1
52.0,30.0,2013-05-28,21,01,15:50,11:00,15:00,1111X,SANTANDER,12.8,1007.7,1001.3,CANTABRIA,18.6,6.4,13.3,11.6,10.0,9.2
52.0,30.0,2013-05-28,21,01,15:50,11:00,15:00,1111X,SANTANDER,12.8,1007.7,1001.3,CANTABRIA,18.6,6.4,13.3,11.6,10.0,9.2
52.0,27.0,2013-05-29,23,Varias,05:10,13:20,08:40,1111X,SANTANDER,16.2,1009.1,1004.8,CANTABRIA,23.1,3.6,13.9,11.4,8.9,9.7
52.0,29.0,2013-05-30,23,00,12:30,16:30,Varias,1111X,SANTANDER,0.6,1015.5,1008.9,CANTABRIA,18.9,0.0,13.3,12.4,11.6,10.8
52.0,31.0,2013-05-31,23,04,09:10,14:30,03:20,1111X,SANTANDER,0.0,1020.1,1014.1,CANTABRIA,16.7,0.0,13.4,12.8,12.2,9.2
52.0,30.0,2013-06-01,22,04,00:20,13:20,03:50,1111X,SANTANDER,0.0,1021.0,1019.0,CANTABRIA,12.2,4.1,15.3,14.0,12.6,5.0
52.0,27.0,2013-06-02,12,24,09:10,12:40,23:50,1111X,SANTANDER,1.4,1020.7,1019.2,CANTABRIA,6.9,6.4,14.9,13.4,11.8,3.1
52.0,6.0,2013-06-03,00,24,16:40,14:00,02:30,1111X,SANTANDER,0.0,1019.2,1013.7,CANTABRIA,8.1,12.2,16.7,13.9,11.1,3.6
52.0,9.0,2013-06-04,00,24,17:40,12:30,04:30,1111X,SANTANDER,0.0,1013.7,1008.3,CANTABRIA,11.4,14.6,17.9,14.0,10.0,5.3
52.0,6.0,2013-06-05,00,Varias,11:40,09:30,04:50,1111X,SANTANDER,0.0,1008.3,1005.2,CANTABRIA,7.2,13.9,18.3,14.8,11.4,3.3
52.0,26.0,2013-06-06,23,03,10:00,10:40,22:00,1111X,SANTANDER,3.6,1009.8,1004.9,CANTABRIA,11.7,1.7,16.9,15.4,13.9,4.2
52.0,32.0,2013-06-07,21,17,21:40,11:10,03:00,1111X,SANTANDER,20.8,1009.4,1007.5,CANTABRIA,8.1,0.7,16.5,15.2,13.8,1.9
52.0,28.0,2013-06-08,00,24,Varias,Varias,Varias,1111X,SANTANDER,10.8,1008.0,1004.4,CANTABRIA,15.8,0.0,14.1,13.7,13.3,7.2
52.0,29.0,2013-06-09,24,04,04:10,14:10,Varias,1111X,SANTANDER,0.4,1010.5,1002.6,CANTABRIA,18.3,0.0,14.4,14.2,13.9,8.1
52.0,28.0,2013-06-10,10,17,00:20,12:10,02:50,1111X,SANTANDER,0.0,1011.5,1010.1,CANTABRIA,8.1,2.0,18.1,15.9,13.7,3.6
52.0,10.0,2013-06-11,21,03,14:10,12:00,05:00,1111X,SANTANDER,0.0,1013.6,1009.6,CANTABRIA,8.1,6.9,21.9,18.0,14.2,4.4
52.0,29.0,2013-06-12,21,02,14:40,08:50,19:10,1111X,SANTANDER,0.4,1015.5,1011.8,CANTABRIA,8.1,12.6,20.9,18.8,16.7,2.5
52.0,35.0,2013-06-13,15,04,07:20,02:00,07:40,1111X,SANTANDER,3.8,1017.5,1013.9,CANTABRIA,10.8,0.0,17.2,15.6,14.0,3.1
52.0,8.0,2013-06-14,00,07,02:00,09:40,01:30,1111X,SANTANDER,0.0,1014.1,1010.1,CANTABRIA,11.7,9.8,19.2,16.9,14.6,4.2
52.0,9.0,2013-06-15,09,24,23:10,10:40,03:40,1111X,SANTANDER,0.0,1014.3,1010.3,CANTABRIA,8.6,8.1,18.2,16.2,14.1,4.2
52.0,8.0,2013-06-16,00,24,00:10,10:00,03:40,1111X,SANTANDER,,1010.3,1001.9,CANTABRIA,7.8,12.0,20.1,17.0,13.8,2.2
52.0,26.0,2013-06-17,Varias,03,06:50,06:20,Varias,1111X,SANTANDER,9.8,1006.6,999.5,CANTABRIA,15.0,1.2,16.2,14.8,13.3,5.8
52.0,29.0,2013-06-18,21,03,12:50,13:10,01:50,1111X,SANTANDER,18.3,1009.7,1005.5,CANTABRIA,6.7,0.4,16.2,14.2,12.3,3.1
52.0,28.0,2013-06-19,22,04,21:30,18:20,06:30,1111X,SANTANDER,32.1,1009.9,1007.4,CANTABRIA,17.8,0.0,14.4,13.1,11.8,6.9
52.0,27.0,2013-06-20,22,01,02:30,14:50,06:10,1111X,SANTANDER,1.2,1012.9,1008.9,CANTABRIA,18.9,4.5,16.8,14.8,12.8,7.2
52.0,28.0,2013-06-21,22,03,07:50,10:30,Varias,1111X,SANTANDER,0.0,1018.1,1011.5,CANTABRIA,12.2,1.1,17.5,15.4,13.4,5.8
52.0,32.0,2013-06-22,23,06,20:20,13:30,04:50,1111X,SANTANDER,2.2,1019.3,1015.7,CANTABRIA,10.0,7.4,19.5,16.6,13.6,3.1
52.0,30.0,2013-06-23,21,Varias,01:10,13:00,Varias,1111X,SANTANDER,0.0,1023.6,1019.0,CANTABRIA,10.6,5.8,16.9,15.2,13.5,4.4
52.0,5.0,2013-06-24,Varias,19,15:50,10:40,23:30,1111X,SANTANDER,0.0,1023.0,1021.5,CANTABRIA,7.8,12.4,17.8,15.1,12.4,4.2
52.0,8.0,2013-06-25,Varias,03,18:10,08:30,Varias,1111X,SANTANDER,0.0,1022.8,1021.5,CANTABRIA,8.3,13.7,17.9,14.9,11.9,4.2
52.0,6.0,2013-06-26,00,15,14:50,12:40,04:10,1111X,SANTANDER,0.0,1022.7,1020.5,CANTABRIA,10.8,12.5,18.4,15.1,11.8,4.4
52.0,2.0,2013-06-27,23,04,13:30,15:00,05:00,1111X,SANTANDER,0.0,1022.5,1020.8,CANTABRIA,5.3,13.4,18.8,16.2,13.6,2.8
52.0,2.0,2013-06-27,23,04,13:30,15:00,05:00,1111X,SANTANDER,0.0,1022.5,1020.8,CANTABRIA,5.3,13.4,18.8,16.2,13.6,2.8
52.0,32.0,2013-06-28,23,03,09:30,13:10,05:20,1111X,SANTANDER,0.0,1023.4,1020.9,CANTABRIA,5.6,13.7,17.8,15.8,13.8,3.1
52.0,2.0,2013-06-29,11,24,14:00,14:30,05:30,1111X,SANTANDER,0.0,1023.3,1021.2,CANTABRIA,5.8,11.7,17.9,15.8,13.7,2.5
52.0,8.0,2013-06-30,00,Varias,15:20,14:10,04:40,1111X,SANTANDER,0.0,1021.2,1013.6,CANTABRIA,11.4,13.7,19.6,17.2,14.8,5.6
52.0,9.0,2013-07-01,00,24,00:33,13:00,02:30,1111X,SANTANDER,0.0,1013.6,1011.2,CANTABRIA,5.6,1.4,19.1,17.8,16.5,2.5
52.0,26.0,2013-07-02,24,04,23:50,15:40,00:50,1111X,SANTANDER,0.0,1012.7,1009.4,CANTABRIA,8.6,2.4,19.1,17.8,16.4,2.2
52.0,24.0,2013-07-03,Varias,03,00:50,11:20,Varias,1111X,SANTANDER,0.2,1018.3,1011.9,CANTABRIA,9.7,0.0,18.7,17.7,16.7,5.0
52.0,8.0,2013-07-04,23,17,14:20,11:10,22:50,1111X,SANTANDER,0.0,1018.7,1017.5,CANTABRIA,11.7,11.9,21.4,18.9,16.4,5.8
52.0,8.0,2013-07-05,07,16,15:00,14:20,00:00,1111X,SANTANDER,0.0,1018.8,1016.6,CANTABRIA,12.2,12.4,20.7,18.7,16.7,6.7
52.0,99.0,2013-07-06,22,03,Varias,14:10,04:40,1111X,SANTANDER,0.0,1018.9,1015.8,CANTABRIA,8.9,14.6,23.1,20.0,16.8,3.6
52.0,9.0,2013-07-07,00,17,16:30,15:40,Varias,1111X,SANTANDER,0.0,1018.7,1016.2,CANTABRIA,5.6,14.6,23.5,20.1,16.7,1.9
52.0,9.0,2013-07-08,00,24,17:10,09:00,04:40,1111X,SANTANDER,0.0,1016.7,1012.8,CANTABRIA,7.8,14.3,24.8,21.1,17.4,2.5
52.0,27.0,2013-07-09,00,18,14:30,13:50,04:20,1111X,SANTANDER,0.0,1012.8,1009.6,CANTABRIA,6.4,7.8,20.9,19.2,17.6,2.5
52.0,28.0,2013-07-10,00,17,Varias,12:20,04:20,1111X,SANTANDER,0.0,1010.0,1007.3,CANTABRIA,6.9,5.0,21.9,19.9,17.9,3.9
52.0,8.0,2013-07-11,00,16,18:00,17:00,03:40,1111X,SANTANDER,0.0,1008.2,1006.7,CANTABRIA,8.9,8.9,24.0,21.2,18.4,4.2
52.0,7.0,2013-07-12,23,Varias,14:10,10:50,02:20,1111X,SANTANDER,0.0,1010.4,1006.8,CANTABRIA,7.2,10.7,24.8,22.0,19.3,3.1
52.0,26.0,2013-07-13,22,01,09:00,13:20,01:00,1111X,SANTANDER,0.0,1014.1,1009.0,CANTABRIA,8.6,7.9,23.1,21.4,19.6,3.6
52.0,28.0,2013-07-14,23,Varias,08:50,11:40,04:10,1111X,SANTANDER,0.0,1015.8,1012.4,CANTABRIA,7.8,11.1,22.8,21.0,19.2,3.3
52.0,7.0,2013-07-15,Varias,17,18:40,Varias,05:40,1111X,SANTANDER,0.0,1015.2,1013.8,CANTABRIA,6.1,13.2,24.9,21.6,18.2,3.1
52.0,26.0,2013-07-16,Varias,05,15:10,18:30,05:30,1111X,SANTANDER,0.0,1016.0,1013.7,CANTABRIA,6.7,1.2,22.7,21.0,19.4,2.8
52.0,31.0,2013-07-17,10,03,13:30,10:10,23:59,1111X,SANTANDER,0.0,1017.1,1015.7,CANTABRIA,7.2,11.1,23.0,21.2,19.3,3.6
52.0,6.0,2013-07-18,00,24,15:30,15:50,05:40,1111X,SANTANDER,0.0,1016.2,1011.5,CANTABRIA,6.9,12.3,24.8,21.6,18.5,3.6
52.0,8.0,2013-07-19,00,17,12:40,13:30,05:20,1111X,SANTANDER,0.0,1011.6,1006.9,CANTABRIA,11.7,12.9,25.9,21.9,17.9,5.0
52.0,28.0,2013-07-20,24,17,17:00,13:40,05:50,1111X,SANTANDER,0.0,1008.2,1006.1,CANTABRIA,8.9,8.4,24.3,21.7,19.1,2.8
52.0,26.0,2013-07-21,Varias,05,18:50,13:30,Varias,1111X,SANTANDER,0.0,1011.3,1006.9,CANTABRIA,9.4,2.5,24.3,22.2,20.2,3.1
52.0,30.0,2013-07-22,Varias,18,20:40,11:20,23:59,1111X,SANTANDER,2.4,1010.9,1008.4,CANTABRIA,10.0,3.4,24.0,21.8,19.6,3.3
52.0,26.0,2013-07-23,24,05,08:30,18:10,23:59,1111X,SANTANDER,0.8,1011.5,1008.2,CANTABRIA,10.0,0.0,20.5,19.4,18.4,4.4
52.0,6.0,2013-07-24,00,17,12:40,11:20,00:10,1111X,SANTANDER,0.0,1011.4,1009.2,CANTABRIA,8.3,12.5,25.2,21.7,18.2,3.9
52.0,99.0,2013-07-25,00,17,Varias,11:50,03:20,1111X,SANTANDER,12.4,1010.5,1007.5,CANTABRIA,5.6,0.0,23.4,21.6,19.7,1.4
52.0,27.0,2013-07-26,00,Varias,13:20,00:00,Varias,1111X,SANTANDER,3.9,1007.7,1003.6,CANTABRIA,10.8,0.0,20.2,19.1,18.0,5.3
52.0,30.0,2013-07-27,21,07,14:20,14:00,23:50,1111X,SANTANDER,1.8,1004.9,1000.4,CANTABRIA,10.6,2.5,21.5,19.0,16.5,3.6
52.0,30.0,2013-07-27,21,07,14:20,14:00,23:50,1111X,SANTANDER,1.8,1004.9,1000.4,CANTABRIA,10.6,2.5,21.5,19.0,16.5,3.6
52.0,99.0,2013-07-28,24,04,Varias,11:20,02:00,1111X,SANTANDER,0.4,1012.1,1003.1,CANTABRIA,11.4,9.0,26.8,21.4,16.0,5.6
52.0,8.0,2013-07-29,Varias,00,15:30,14:30,03:40,1111X,SANTANDER,0.0,1018.8,1012.1,CANTABRIA,6.9,11.8,24.7,20.7,16.7,3.3
52.0,16.0,2013-07-30,00,24,03:40,15:00,05:10,1111X,SANTANDER,0.0,1018.6,1014.1,CANTABRIA,5.3,14.1,23.3,20.4,17.4,2.2
52.0,26.0,2013-07-31,00,16,17:00,16:20,05:00,1111X,SANTANDER,0.0,1014.1,1004.4,CANTABRIA,12.2,12.4,29.0,23.6,18.1,6.1
52.0,26.0,2013-08-01,00,06,00:00,11:10,05:20,1111X,SANTANDER,0.0,1006.1,1003.5,CANTABRIA,7.5,8.7,23.4,21.3,19.2,2.2
52.0,36.0,2013-08-02,Varias,04,17:40,11:30,23:50,1111X,SANTANDER,0.4,1013.4,1004.2,CANTABRIA,9.4,7.9,23.5,21.6,19.7,3.6
52.0,2.0,2013-08-03,21,01,08:40,12:30,08:10,1111X,SANTANDER,11.4,1017.3,1013.3,CANTABRIA,11.1,0.3,20.4,19.2,18.0,3.9
52.0,7.0,2013-08-04,00,24,14:20,15:00,02:30,1111X,SANTANDER,0.0,1016.5,1010.5,CANTABRIA,10.3,12.0,24.0,21.1,18.2,5.0
52.0,26.0,2013-08-05,21,Varias,04:50,11:30,02:40,1111X,SANTANDER,0.0,1013.2,1009.3,CANTABRIA,10.3,5.6,23.6,21.0,18.4,4.2
52.0,26.0,2013-08-06,00,16,21:20,10:40,23:10,1111X,SANTANDER,3.6,1012.0,1007.2,CANTABRIA,10.8,1.2,23.4,20.8,18.1,2.5
52.0,31.0,2013-08-07,24,06,00:50,16:40,04:40,1111X,SANTANDER,10.6,1010.7,1006.4,CANTABRIA,10.3,6.7,20.8,18.6,16.5,1.9
52.0,28.0,2013-08-08,22,02,08:30,15:00,00:20,1111X,SANTANDER,3.8,1020.1,1010.6,CANTABRIA,14.2,8.0,21.3,19.0,16.8,5.3
52.0,20.0,2013-08-09,10,04,01:20,15:00,04:10,1111X,SANTANDER,0.0,1020.4,1018.6,CANTABRIA,5.0,13.9,21.9,18.8,15.8,3.1
52.0,8.0,2013-08-10,00,24,18:40,15:10,05:40,1111X,SANTANDER,0.0,1019.8,1015.9,CANTABRIA,9.7,13.5,23.6,20.0,16.3,4.4
52.0,8.0,2013-08-11,00,18,11:40,11:30,05:30,1111X,SANTANDER,0.0,1015.9,1011.1,CANTABRIA,10.8,13.4,24.2,20.8,17.5,4.7
52.0,4.0,2013-08-12,23,05,Varias,12:10,23:30,1111X,SANTANDER,0.0,1015.1,1010.4,CANTABRIA,7.5,0.0,22.2,21.0,19.8,3.6
52.0,7.0,2013-08-13,21,06,19:50,16:10,23:50,1111X,SANTANDER,0.0,1016.8,1014.5,CANTABRIA,8.9,4.5,22.4,20.0,17.6,3.1
52.0,8.0,2013-08-14,10,15,14:20,09:20,05:20,1111X,SANTANDER,0.0,1016.3,1014.1,CANTABRIA,10.8,13.4,23.4,20.0,16.5,5.3
52.0,6.0,2013-08-15,00,14,14:50,16:10,03:00,1111X,SANTANDER,0.0,1014.3,1011.7,CANTABRIA,6.4,13.2,24.8,20.7,16.6,2.2
52.0,28.0,2013-08-16,24,01,10:10,11:00,Varias,1111X,SANTANDER,0.0,1015.1,1011.7,CANTABRIA,7.2,9.8,22.7,20.4,18.2,3.1
52.0,3.0,2013-08-17,00,24,11:30,08:50,05:20,1111X,SANTANDER,0.0,1015.1,1011.5,CANTABRIA,5.0,13.2,23.2,19.9,16.6,2.5
52.0,28.0,2013-08-18,24,04,10:20,14:20,04:10,1111X,SANTANDER,1.8,1013.5,1010.7,CANTABRIA,6.4,13.0,22.5,20.3,18.1,3.1
52.0,27.0,2013-08-19,23,00,00:30,17:10,23:59,1111X,SANTANDER,0.0,1019.8,1013.5,CANTABRIA,8.3,5.9,22.4,20.3,18.2,3.1
52.0,8.0,2013-08-20,00,24,Varias,14:00,04:20,1111X,SANTANDER,0.0,1019.6,1014.2,CANTABRIA,13.3,12.8,23.8,20.3,16.8,7.8
52.0,8.0,2013-08-21,00,Varias,14:40,13:20,05:50,1111X,SANTANDER,0.0,1014.2,1007.7,CANTABRIA,11.9,13.0,24.9,21.2,17.4,5.6
52.0,26.0,2013-08-22,23,03,05:00,14:20,23:59,1111X,SANTANDER,0.0,1011.3,1006.8,CANTABRIA,12.2,5.2,22.4,20.4,18.3,5.6
52.0,25.0,2013-08-23,23,02,23:59,14:20,00:40,1111X,SANTANDER,3.8,1012.4,1010.0,CANTABRIA,7.5,4.6,22.0,20.0,18.1,3.6
52.0,34.0,2013-08-24,12,01,04:10,14:10,22:40,1111X,SANTANDER,2.6,1015.9,1012.0,CANTABRIA,13.3,1.4,21.0,19.0,17.0,4.4
52.0,28.0,2013-08-25,00,18,13:20,13:30,05:40,1111X,SANTANDER,2.0,1014.7,1008.9,CANTABRIA,11.4,3.1,21.2,18.8,16.4,5.3
52.0,33.0,2013-08-26,22,05,10:30,15:40,Varias,1111X,SANTANDER,0.2,1010.3,1008.0,CANTABRIA,9.7,2.3,20.6,18.4,16.3,4.4
52.0,33.0,2013-08-26,22,05,10:30,15:40,Varias,1111X,SANTANDER,0.2,1010.3,1008.0,CANTABRIA,9.7,2.3,20.6,18.4,16.3,4.4
52.0,99.0,2013-08-27,Varias,Varias,Varias,12:20,05:20,1111X,SANTANDER,0.0,1013.0,1009.9,CANTABRIA,5.3,9.7,21.6,19.2,16.9,2.5
52.0,1.0,2013-08-28,22,04,12:00,11:00,23:50,1111X,SANTANDER,2.2,1015.2,1012.4,CANTABRIA,9.2,10.7,22.4,20.0,17.5,3.6
52.0,30.0,2013-08-29,22,04,10:50,15:10,Varias,1111X,SANTANDER,0.0,1016.7,1014.5,CANTABRIA,5.8,12.0,21.7,19.2,16.7,2.5
52.0,3.0,2013-08-30,Varias,04,16:50,14:30,Varias,1111X,SANTANDER,0.0,1018.8,1015.3,CANTABRIA,5.8,11.7,22.1,19.6,17.0,3.3
52.0,30.0,2013-08-31,Varias,05,10:50,15:00,04:20,1111X,SANTANDER,0.0,1020.3,1018.2,CANTABRIA,5.3,11.4,22.3,19.6,16.8,3.1
52.0,8.0,2013-09-01,10,04,19:10,15:00,04:10,1111X,SANTANDER,0.0,1020.7,1018.9,CANTABRIA,8.6,10.7,23.2,20.2,17.2,3.9
52.0,8.0,2013-09-02,00,24,15:50,13:40,04:50,1111X,SANTANDER,0.0,1019.6,1016.7,CANTABRIA,11.9,12.4,23.6,20.0,16.4,6.1
52.0,99.0,2013-09-03,00,24,Varias,11:20,03:40,1111X,SANTANDER,0.0,1016.7,1012.9,CANTABRIA,6.7,12.6,26.0,20.6,15.2,3.1
52.0,26.0,2013-09-04,00,16,20:30,10:10,04:40,1111X,SANTANDER,0.0,1012.9,1008.6,CANTABRIA,5.8,11.0,24.1,20.6,17.1,2.5
52.0,29.0,2013-09-05,00,18,14:10,14:00,06:00,1111X,SANTANDER,9.4,1009.0,1005.9,CANTABRIA,10.8,6.0,22.4,19.4,16.4,3.6
52.0,34.0,2013-09-06,Varias,03,16:00,14:30,Varias,1111X,SANTANDER,27.6,1011.4,1006.6,CANTABRIA,10.6,0.0,18.1,16.6,15.1,2.5
52.0,36.0,2013-09-07,24,13,15:40,10:40,23:00,1111X,SANTANDER,6.8,1014.0,1010.5,CANTABRIA,11.4,0.0,16.6,15.0,13.3,5.8
52.0,31.0,2013-09-08,Varias,Varias,11:30,14:10,00:30,1111X,SANTANDER,0.0,1019.3,1013.6,CANTABRIA,7.2,6.3,19.1,16.4,13.6,1.7
52.0,26.0,2013-09-09,00,Varias,12:30,14:00,03:40,1111X,SANTANDER,7.6,1019.2,1017.5,CANTABRIA,7.8,8.4,20.9,17.5,14.1,4.4
52.0,2.0,2013-09-10,21,Varias,11:30,07:20,11:30,1111X,SANTANDER,3.0,1018.9,1015.9,CANTABRIA,11.4,0.0,18.7,17.4,16.1,3.9
52.0,2.0,2013-09-11,Varias,05,13:30,12:10,02:10,1111X,SANTANDER,0.0,1018.5,1017.2,CANTABRIA,10.0,7.2,20.7,18.1,15.5,3.9
52.0,99.0,2013-09-12,21,05,Varias,15:10,05:50,1111X,SANTANDER,0.0,1018.7,1017.1,CANTABRIA,5.8,11.5,20.0,17.4,14.8,3.3
52.0,8.0,2013-09-13,Varias,24,18:00,10:00,00:30,1111X,SANTANDER,0.0,1018.5,1015.5,CANTABRIA,7.8,10.1,23.3,19.9,16.5,5.0
52.0,29.0,2013-09-14,00,17,17:20,12:40,03:50,1111X,SANTANDER,0.8,1015.5,1011.2,CANTABRIA,13.3,2.4,21.5,18.8,16.1,5.3
52.0,36.0,2013-09-15,10,24,03:00,12:30,Varias,1111X,SANTANDER,0.0,1015.3,1011.2,CANTABRIA,9.2,7.9,19.5,17.4,15.2,1.9
52.0,33.0,2013-09-16,20,07,14:40,10:50,02:20,1111X,SANTANDER,10.0,1012.1,1008.6,CANTABRIA,11.4,1.4,18.8,16.7,14.6,5.3
52.0,29.0,2013-09-17,Varias,03,09:10,15:50,02:20,1111X,SANTANDER,1.4,1012.5,1010.3,CANTABRIA,14.4,3.1,19.8,17.2,14.7,6.4
52.0,29.0,2013-09-18,24,04,19:40,14:40,06:00,1111X,SANTANDER,1.6,1013.0,1009.5,CANTABRIA,13.3,0.6,20.7,18.6,16.6,5.3
52.0,33.0,2013-09-19,21,Varias,01:40,14:10,07:20,1111X,SANTANDER,0.2,1015.1,1012.8,CANTABRIA,10.8,3.7,20.6,18.4,16.3,3.3
52.0,33.0,2013-09-20,21,04,12:20,09:20,Varias,1111X,SANTANDER,0.2,1017.7,1013.7,CANTABRIA,8.1,3.0,20.8,19.2,17.5,2.5
52.0,9.0,2013-09-21,Varias,05,17:10,11:00,23:40,1111X,SANTANDER,0.0,1018.6,1016.7,CANTABRIA,11.9,9.2,23.3,19.6,15.8,5.3
52.0,9.0,2013-09-22,00,24,02:10,11:10,05:30,1111X,SANTANDER,0.0,1017.4,1012.2,CANTABRIA,11.4,11.8,22.8,19.0,15.3,5.6
52.0,26.0,2013-09-23,00,23,23:40,12:40,Varias,1111X,SANTANDER,0.0,1012.2,1005.6,CANTABRIA,12.8,11.8,27.0,22.2,17.4,2.2
52.0,27.0,2013-09-24,10,24,01:20,10:40,23:50,1111X,SANTANDER,0.0,1008.3,1005.4,CANTABRIA,13.3,9.9,21.8,19.8,17.8,3.6
52.0,99.0,2013-09-25,00,16,Varias,10:10,04:00,1111X,SANTANDER,0.0,1005.5,1003.1,CANTABRIA,4.2,6.6,23.0,20.1,17.2,2.5
52.0,99.0,2013-09-25,00,16,Varias,10:10,04:00,1111X,SANTANDER,0.0,1005.5,1003.1,CANTABRIA,4.2,6.6,23.0,20.1,17.2,2.5
52.0,10.0,2013-09-26,08,15,15:10,23:59,22:00,1111X,SANTANDER,0.0,1005.1,1001.0,CANTABRIA,10.3,8.0,25.1,21.8,18.5,3.6
52.0,26.0,2013-09-27,08,24,16:40,14:50,04:40,1111X,SANTANDER,0.0,1001.7,997.5,CANTABRIA,11.4,1.8,27.5,22.9,18.3,3.9
52.0,20.0,2013-09-28,00,16,04:40,14:20,23:59,1111X,SANTANDER,0.0,997.5,993.7,CANTABRIA,16.7,3.4,25.4,22.1,18.8,7.5
52.0,28.0,2013-09-29,Varias,00,12:30,12:10,06:30,1111X,SANTANDER,0.0,1001.1,996.3,CANTABRIA,8.1,5.4,22.7,20.2,17.8,2.8
52.0,8.0,2013-09-30,11,05,20:00,14:30,06:50,1111X,SANTANDER,0.0,1000.2,996.3,CANTABRIA,11.4,9.2,25.1,21.4,17.6,4.2
52.0,20.0,2013-10-01,Varias,06,05:20,Varias,23:00,1111X,SANTANDER,0.0,1002.3,995.0,CANTABRIA,15.0,3.7,25.0,22.0,19.1,4.2
52.0,26.0,2013-10-02,01,24,23:20,22:20,05:50,1111X,SANTANDER,0.0,1002.6,997.3,CANTABRIA,8.3,2.4,23.2,21.0,18.8,1.7
52.0,20.0,2013-10-03,24,03,13:20,12:50,01:20,1111X,SANTANDER,0.0,1007.5,996.2,CANTABRIA,16.7,9.0,29.0,23.8,18.6,5.3
52.0,35.0,2013-10-04,24,07,12:20,10:30,23:10,1111X,SANTANDER,1.6,1014.8,1007.0,CANTABRIA,14.7,4.0,24.3,20.3,16.3,5.6
52.0,34.0,2013-10-05,22,00,13:00,12:50,06:30,1111X,SANTANDER,1.0,1020.1,1014.8,CANTABRIA,8.1,9.0,21.1,18.6,16.2,4.2
52.0,7.0,2013-10-06,09,24,17:20,14:10,22:30,1111X,SANTANDER,0.0,1020.3,1018.2,CANTABRIA,6.7,10.9,20.1,17.8,15.4,3.6
